State,County,Poverty Estimate,Poverty Percent,No Service,Few Services,Restricted Services,Full Service,Population,Service total
Kansas,Jewell,364,13,0,0,0,0,2854,0
Kansas,Johnson,27345,4.6,0,3,0,2,597574,9
Kansas,Kearny,343,9.4,0,0,0,0,3863,0
Kansas,Kingman,662,9.8,0,0,0,0,7173,0
Kansas,Kiowa,282,12.3,0,0,0,0,2483,0
Kansas,Labette,2677,14,0,0,0,0,19938,0
Kansas,Lane,144,9.6,0,0,0,0,1523,0
Kansas,Leavenworth,6425,8.5,1,0,0,0,81499,-1
Kansas,Lincoln,371,12.7,0,0,0,0,3013,0
Kansas,Linn,1197,12.5,0,0,0,0,9687,0
Kansas,Logan,242,9.1,0,0,0,0,2789,0
Kansas,Lyon,3964,12.6,2,0,0,0,33237,-2
Kansas,Marion,1104,10.1,0,0,0,0,11865,0
Kansas,Marshall,819,8.7,0,0,0,0,9713,0
Kansas,McPherson,2123,7.7,0,0,0,0,28557,0
Kansas,Meade,363,9.3,0,0,0,0,4120,0
Kansas,Miami,2540,7.6,0,0,0,0,33740,0
Kansas,Mitchell,559,10,0,1,0,0,6053,1
Kansas,Montgomery,5388,17.8,2,0,0,0,32114,-2
Kansas,Morris,577,10.5,0,0,0,0,5551,0
Kansas,Morton,295,12.1,0,0,0,0,2656,0
Kansas,Nemaha,817,8.3,0,0,0,0,10109,0
Kansas,Neosho,2125,13.8,0,0,0,0,16008,0
Kansas,Ness,257,9.6,0,0,0,0,2838,0
Kansas,Norton,583,12.9,0,0,0,0,5416,0
Kansas,Osage,1569,10.1,0,0,0,0,15855,0
Kansas,Osborne,389,11.7,0,0,0,0,3494,0
Kansas,Ottawa,557,10,0,0,0,0,5776,0
Kansas,Pawnee,797,14.9,0,0,0,0,6539,0
Kansas,Phillips,553,10.9,0,0,0,0,5297,0
Kansas,Pottawatomie,1675,6.9,0,0,0,0,24203,0
Kansas,Pratt,833,9.6,0,0,0,0,9324,0
Kansas,Rawlins,273,11.1,0,0,0,0,2490,0
Kansas,Reno,6176,10.6,1,1,0,0,62421,0
Kansas,Republic,438,9.9,0,0,0,0,4607,0
Kansas,Rice,895,10.3,0,0,0,0,9532,0
Kansas,Riley,12336,19.2,1,0,0,0,74059,-1
Kansas,Rooks,457,9.6,0,0,0,0,4985,0
Kansas,Rush,321,11.2,0,0,0,0,2953,0
Kansas,Russell,866,12.9,0,0,0,0,6896,0
Kansas,Saline,5124,9.8,1,1,0,0,54384,0
Kansas,Scott,339,7.3,0,0,0,0,4893,0
Kansas,Sedgwick,68637,13.4,0,4,0,2,515416,10
Kansas,Seward,2355,11.5,1,0,0,0,21902,-1
Kansas,Shawnee,18039,10.5,1,2,0,0,177293,1
Kansas,Sheridan,260,10.5,0,0,0,0,2515,0
Kansas,Sherman,733,13,0,0,0,0,5904,0
Kansas,Smith,356,10.3,0,0,0,0,3594,0
Kansas,Stafford,435,11,0,0,0,0,4125,0
Kansas,Stanton,196,10.2,0,0,0,0,2030,0
Kansas,Stevens,516,9.7,0,0,0,0,5498,0
Kansas,Sumner,2502,11.3,1,0,0,0,22928,-1
Kansas,Thomas,664,9.1,1,0,0,0,7748,-1
Kansas,Trego,279,10.4,0,0,0,0,2802,0
Kansas,Wabaunsee,574,8.5,0,0,0,0,6877,0
Kansas,Wallace,190,12.5,0,0,0,0,1583,0
Kansas,Washington,524,9.9,0,0,0,0,5474,0
Kansas,Wichita,216,10.6,0,0,0,0,2112,0
Kansas,Wilson,1172,14.3,0,0,0,0,8600,0
Kansas,Woodson,415,14,0,0,0,0,3117,0
Kansas,Wyandotte,27673,16.9,0,1,0,0,165447,1
Kentucky,Adair,3979,22.1,1,0,0,0,19366,-1
Kentucky,Allen,3221,15.3,0,0,0,0,21065,0
Kentucky,Anderson,2271,10,0,0,0,0,22580,0
Kentucky,Ballard,1080,14.2,0,0,0,0,7914,0
Kentucky,Barren,7516,17.3,1,0,0,0,44026,-1
Kentucky,Bath,2769,22.5,0,0,0,0,12421,0
Kentucky,Bell,7293,29.8,0,0,0,0,26426,0
Kentucky,Boone,8752,6.5,0,1,0,0,132368,1
Kentucky,Bourbon,2752,14.1,0,0,0,0,19998,0
Kentucky,Boyd,7047,15.8,1,0,0,0,47361,-1
Kentucky,Boyle,3783,14,0,1,0,0,30090,1
Kentucky,Bracken,1083,13.2,0,0,0,0,8308,0
Kentucky,Breathitt,3426,27.9,0,0,0,0,12802,0
Kentucky,Breckinridge,3437,17.1,0,0,0,0,20283,0
Kentucky,Bullitt,7053,8.7,0,1,0,0,80921,1
Kentucky,Butler,2129,17.1,0,0,0,0,12756,0
Kentucky,Caldwell,1914,15.3,0,0,0,0,12679,0
Kentucky,Calloway,5609,15.6,0,1,0,0,38991,1
Kentucky,Campbell,9613,10.6,0,1,0,0,93608,1
Kentucky,Carlisle,662,14.4,0,0,0,0,4738,0
Kentucky,Carroll,1689,16.2,0,0,0,0,10691,0
Kentucky,Carter,4780,18.5,0,0,0,0,26976,0
Kentucky,Casey,3524,22.7,0,0,0,0,15968,0
Kentucky,Christian,10996,16.9,0,1,0,0,71470,1
Kentucky,Clark,5187,14.4,0,0,0,0,36152,0
Kentucky,Clay,6711,37.3,1,0,0,0,20110,-1
Kentucky,Clinton,2134,21.5,0,0,0,0,10175,0
Kentucky,Crittenden,1448,16.8,0,0,0,0,8940,0
Kentucky,Cumberland,1348,21,0,0,0,0,6660,0
Kentucky,Daviess,13239,13.4,1,1,0,0,101001,0
Kentucky,Edmonson,1914,15.8,0,0,0,0,12195,0
Kentucky,Elliott,1815,28.8,0,0,0,0,7461,0
Kentucky,Estill,2874,20.6,1,0,0,0,14187,-1
Kentucky,Fayette,45575,14.6,1,1,0,0,322200,0
Kentucky,Fleming,2125,14.6,0,0,0,0,14519,0
Kentucky,Floyd,9755,28.3,0,0,0,0,35931,0
Kentucky,Franklin,6341,12.8,0,1,0,0,50744,1
Kentucky,Fulton,1385,25.2,1,0,0,0,6064,-1
Kentucky,Gallatin,1158,13.3,0,0,0,0,8760,0
Kentucky,Garrard,2449,14,0,0,0,0,17554,0
Kentucky,Grant,3177,12.8,0,2,0,0,25107,2
Kentucky,Graves,6602,18.2,0,1,0,0,37125,1
Kentucky,Grayson,5230,20.5,0,0,0,0,26313,0
Kentucky,Green,2178,20.1,0,0,0,0,11000,0
Kentucky,Greenup,4451,13,0,0,0,0,35359,0
Kentucky,Hancock,1248,14.4,0,0,0,0,8748,0
Kentucky,Hardin,12066,11.2,0,1,0,0,109627,1
Kentucky,Harlan,7015,28,0,0,0,0,26307,0
Kentucky,Harrison,2526,13.5,0,0,0,0,18763,0
Kentucky,Hart,4122,22.1,1,0,0,0,18833,-1
Kentucky,Henderson,5862,13.4,0,1,0,0,45550,1
Kentucky,Henry,2257,14.2,0,0,0,0,15999,0
Kentucky,Hickman,864,20.9,0,0,0,0,4461,0
Kentucky,Hopkins,7860,18.1,0,1,0,0,45044,1
Kentucky,Jackson,3166,24,0,0,0,0,13368,0
Kentucky,Jefferson,85737,11.4,0,3,1,0,768419,5
Kentucky,Jessamine,5489,10.5,0,0,0,0,53476,0
Kentucky,Johnson,4814,22.5,0,0,0,0,22427,0
Kentucky,Kenton,18156,11,0,4,0,0,166552,4
Kentucky,Knott,3821,27.7,0,0,0,0,15041,0
Kentucky,Knox,8409,27.8,0,0,0,0,31288,0
Kentucky,Larue,2064,14.7,0,0,0,0,14269,0
Kentucky,Laurel,10807,17.9,1,0,0,0,60631,-1
Kentucky,Lawrence,3400,22.3,0,0,0,0,15604,0
Kentucky,Lee,2009,32.1,0,0,0,0,7088,0
Kentucky,Leslie,2421,25.8,0,0,0,0,10081,0
Kentucky,Letcher,5106,24.4,0,0,0,0,21936,0
Kentucky,Lewis,2892,22.2,0,0,0,0,13345,0
Kentucky,Lincoln,4434,18.4,0,0,0,0,24493,0
Kentucky,Livingston,1251,14,0,0,0,0,9172,0
Kentucky,Logan,4084,15.1,0,1,0,0,27049,1
Kentucky,Lyon,1009,14.4,0,1,0,0,8226,1
Kentucky,Madison,13550,15.5,0,3,0,0,92090,3
Kentucky,Magoffin,3654,30.9,0,0,0,0,12346,0
Kentucky,Marion,2951,15.7,0,0,0,0,19257,0
Kentucky,Marshall,3165,10.3,0,1,0,0,31225,1
Kentucky,Martin,3073,31.9,0,0,0,0,11421,0
Kentucky,Mason,2613,15.7,0,0,0,0,17122,0
Kentucky,McCracken,9974,15.5,0,1,0,0,65485,1
Kentucky,McCreary,5567,36.2,0,0,0,0,17333,0
Kentucky,McLean,1214,13.6,0,0,0,0,9202,0
Kentucky,Meade,3272,11.6,0,0,0,0,28379,0
Kentucky,Menifee,1452,22.7,0,0,0,0,6463,0
Kentucky,Mercer,2843,13.1,0,0,0,0,21690,0
Kentucky,Metcalfe,2119,21.4,0,0,0,0,10062,0
Kentucky,Monroe,2328,22.5,0,0,0,0,10616,0
Kentucky,Montgomery,4337,15.7,0,0,0,0,28042,0
Kentucky,Morgan,2764,24.5,0,0,0,0,13270,0
Kentucky,Muhlenberg,4860,16.9,0,1,0,0,30815,1
Kentucky,Nelson,4228,9.2,0,0,0,0,45915,0
Kentucky,Nicholas,1195,16.8,0,0,0,0,7189,0
Kentucky,Ohio,3513,15,0,0,0,0,24081,0
Kentucky,Oldham,3143,5,0,1,0,0,66508,1
Kentucky,Owen,1657,15.1,0,0,0,0,10847,0
Kentucky,Owsley,1293,30.6,0,0,0,0,4416,0
Kentucky,Pendleton,1963,13.6,0,0,0,0,14587,0
Kentucky,Perry,5448,22,0,0,0,0,26266,0
Kentucky,Pike,13151,23.7,1,0,0,0,58595,-1
Kentucky,Powell,2444,20.5,0,0,0,0,12283,0
Kentucky,Pulaski,12308,19.1,0,1,0,0,64789,1
Kentucky,Robertson,371,17.9,0,0,0,0,2139,0
Kentucky,Rockcastle,3669,22.4,0,0,0,0,16795,0
Kentucky,Rowan,5265,24.4,0,1,0,0,24534,1
Kentucky,Russell,3208,18.1,1,0,0,0,17846,-1
Kentucky,Scott,4545,8,0,1,0,0,55961,1
Kentucky,Shelby,4066,8.4,0,1,0,0,48100,1
Kentucky,Simpson,2194,12,0,0,0,0,18319,0
Kentucky,Spencer,1328,6.8,0,0,0,0,18945,0
Kentucky,Taylor,3866,15.9,1,0,0,0,25572,-1
Kentucky,Todd,2111,17.3,0,0,0,0,12334,0
Kentucky,Trigg,2455,16.7,0,0,0,0,14569,0
Kentucky,Trimble,1028,12.2,0,0,0,0,8528,0
Kentucky,Union,2486,17.5,0,0,0,0,14582,0
Kentucky,Warren,23887,18.7,1,1,0,0,130836,0
Kentucky,Washington,1705,14.2,1,0,0,0,12044,-1
Kentucky,Wayne,4663,23.6,1,0,0,0,20447,-1
Kentucky,Webster,1952,15.6,0,0,0,0,13021,0
Kentucky,Whitley,7463,21.7,1,0,0,0,36252,-1
Kentucky,Wolfe,2062,29.7,0,0,0,0,7188,0
Kentucky,Woodford,2389,9.1,0,0,0,0,26486,0
Louisiana,Acadia,12580,20.7,0,0,0,0,62371,0
Louisiana,Allen,4474,21.1,0,0,0,0,25572,0
Louisiana,Ascension,12284,9.6,0,0,0,0,125061,0
Louisiana,Assumption,3382,15.8,0,0,0,0,22236,0
Louisiana,Avoyelles,7892,21.6,0,1,0,0,40465,1
Louisiana,Beauregard,5288,14.5,0,0,0,0,37387,0
Louisiana,Bienville,2882,22.8,0,0,0,0,13391,0
Louisiana,Bossier,22118,17.8,0,0,0,0,126952,0
Louisiana,Caddo,48267,20.9,0,2,1,0,243243,4
Louisiana,Calcasieu,33070,16.6,0,2,0,0,202858,2
Louisiana,Caldwell,1974,21.4,0,0,0,0,9959,0
Louisiana,Cameron,910,13.1,0,0,0,0,6963,0
Louisiana,Catahoula,2369,28.4,0,0,0,0,9586,0
Louisiana,Claiborne,4001,31.9,0,0,0,0,15854,0
Louisiana,Concordia,4977,28.6,0,0,0,0,19533,0
Louisiana,DeSoto,5429,19.8,0,0,0,0,27395,0
Louisiana,East Baton Rouge,70357,16.4,0,4,1,0,443158,6
Louisiana,East Carroll,2069,37.6,0,0,0,0,6947,0
Louisiana,East Feliciana,3268,19.9,0,0,0,0,19228,0
Louisiana,Evangeline,7791,24.5,0,0,0,0,33491,0
Louisiana,Franklin,4589,24.1,0,0,0,0,20109,0
Louisiana,Grant,3493,18.2,0,0,0,0,22339,0
Louisiana,Iberia,15248,22.5,0,1,0,0,70763,1
Louisiana,Iberville,6695,23.7,0,0,0,0,32626,0
Louisiana,Jackson,3034,20.9,0,0,0,0,15822,0
Louisiana,Jefferson,68914,16.1,0,3,0,0,434903,3
Louisiana,Jefferson Davis,5370,17.6,0,0,0,0,31425,0
Louisiana,LaSalle,2375,17.3,0,0,0,0,14950,0
Louisiana,Lafayette,39122,16.2,0,2,0,0,243692,2
Louisiana,Lafourche,13907,14.5,0,1,0,0,97980,1
Louisiana,Lincoln,9058,21.7,0,1,0,0,47118,1
Louisiana,Livingston,16672,11.7,0,0,0,0,140524,0
Louisiana,Madison,3042,33.6,0,0,0,0,11137,0
Louisiana,Morehouse,5457,23.3,0,0,0,0,25189,0
Louisiana,Natchitoches,7705,21.7,0,1,0,0,38505,1
Louisiana,Orleans,79419,21.1,0,2,1,0,391249,4
Louisiana,Ouachita,34803,23.7,0,1,0,0,154679,1
Louisiana,Plaquemines,3797,16.6,0,0,0,0,23305,0
Louisiana,Pointe Coupee,3704,17.3,0,0,0,0,21883,0
Louisiana,Rapides,23284,18.7,0,1,0,0,130376,1
Louisiana,Red River,1919,23.7,0,0,0,0,8462,0
Louisiana,Richland,4281,22.5,0,0,0,0,20251,0
Louisiana,Sabine,5146,22.1,0,0,0,0,23915,0
Louisiana,St. Bernard,10053,21.3,0,0,0,0,46694,0
Louisiana,St. Charles,5888,11.3,0,0,0,0,52856,0
Louisiana,St. Helena,2256,22.7,0,0,0,0,10227,0
Louisiana,St. James,2668,13,0,0,0,0,21142,0
Louisiana,St. John the Baptist,7089,16.9,0,0,0,0,43055,0
Louisiana,St. Landry,18143,22.6,0,1,0,0,82786,1
Louisiana,St. Martin,8847,17,0,0,0,0,53607,0
Louisiana,St. Mary,9368,19.8,0,0,0,0,50020,0
Louisiana,St. Tammany,26239,10,0,0,0,0,258447,0
Louisiana,Tangipahoa,26792,20.1,0,2,0,0,133753,2
Louisiana,Tensas,1280,30.8,0,0,0,0,4435,0
Louisiana,Terrebonne,16981,15.7,0,1,0,0,111297,1
Louisiana,Union,5784,26.7,0,0,0,0,22270,0
Louisiana,Vermilion,9052,15.4,0,0,0,0,59787,0
Louisiana,Vernon,7145,16.1,1,0,0,0,49315,-1
Louisiana,Washington,9898,22.5,0,0,0,0,46325,0
Louisiana,Webster,7231,19.7,0,1,0,0,38813,1
Louisiana,West Baton Rouge,3823,14.6,0,0,0,0,26395,0
Louisiana,West Carroll,2122,20.8,0,0,0,0,10934,0
Louisiana,West Feliciana,2217,21.9,0,0,0,0,15441,0
Louisiana,Winn,2744,22.6,0,0,0,0,14165,0
Maine,Androscoggin,12326,11.7,0,1,0,1,107958,4
Maine,Aroostook,9934,15.3,3,0,0,3,67431,6
Maine,Cumberland,24812,8.6,0,2,0,1,294520,5
Maine,Franklin,3713,12.9,0,0,0,1,29933,3
Maine,Hancock,5586,10.3,0,0,0,1,54832,3
Maine,Kennebec,13341,11.2,0,2,0,2,122158,8
Maine,Knox,3927,10.2,1,0,0,1,39809,2
Maine,Lincoln,3028,8.8,0,0,0,1,34415,3
Maine,Oxford,7439,13,0,0,0,2,57741,6
Maine,Penobscot,17558,12.1,0,1,0,3,151696,10
Maine,Piscataquis,2433,14.6,0,0,0,0,16864,0
Maine,Sagadahoc,3294,9.2,0,0,0,0,35720,0
Maine,Somerset,7233,14.5,0,0,0,1,50573,3
Maine,Waldo,4562,11.6,0,0,0,0,39723,0
Maine,Washington,3738,12,0,0,0,2,31378,6
Maine,York,16691,8.1,0,1,0,0,206074,1
Maryland,Allegany,9197,14.7,0,1,0,0,71002,1
Maryland,AnneArundel,29711,5.2,1,3,0,1,575421,5
Maryland,Baltimore,71471,8.9,1,4,0,6,828193,21
Maryland,Baltimorecity,112678,20,0,1,0,0,602274,1
Maryland,Calvert,4911,5.3,1,1,0,0,92094,0
Maryland,Caroline,4072,12.4,0,0,0,0,33260,0
Maryland,Carroll,8614,5.2,0,1,0,0,168233,1
Maryland,Cecil,8994,8.8,0,3,0,0,102889,3
Maryland,Charles,11956,7.4,0,1,0,0,161448,1
Maryland,Dorchester,4657,14.9,0,0,0,0,31994,0
Maryland,Frederick,16024,6.2,2,1,0,0,255955,-1
Maryland,Garrett,3633,12.8,0,1,0,0,29155,1
Maryland,Harford,15611,6.2,1,1,0,0,253736,0
Maryland,Howard,17817,5.5,0,1,0,0,322407,1
Maryland,Kent,2134,12,0,0,0,0,19456,0
Maryland,Montgomery,70020,6.7,1,3,0,6,1047661,20
Maryland,Prince George's,84663,9.5,0,1,0,3,910551,10
Maryland,Queen Anne's,3497,6.9,0,0,0,0,50163,0
Maryland,Somerset,4461,22.2,0,0,0,0,25699,0
Maryland,St. Mary's,8170,7.3,0,0,0,0,113182,0
Maryland,Talbot,3497,9.6,0,1,0,1,37087,4
Maryland,Washington,17632,12.3,0,2,0,1,150575,5
Maryland,Wicomico,14105,14.2,0,1,0,0,103222,1
Maryland,Worcester,6036,11.7,0,1,0,0,51967,1
Massachusetts,Barnstable,16203,7.7,1,0,0,0,213505,-1
Massachusetts,Berkshire,11917,10,2,1,0,0,125927,-1
Massachusetts,Bristol,55797,10.1,2,2,0,1,563301,3
Massachusetts,Dukes,1299,7.5,0,0,0,0,17430,0
Massachusetts,Essex,69830,9,2,0,0,2,787038,4
Massachusetts,Franklin,7423,10.7,1,0,0,0,70529,-1
Massachusetts,Hampden,64583,14.3,1,1,0,1,466647,3
Massachusetts,Hampshire,12910,9.3,1,0,0,0,161361,-1
Massachusetts,Middlesex,110410,7.1,4,1,0,1,1605899,0
Massachusetts,Nantucket,596,5.3,0,0,0,0,11212,0
Massachusetts,Norfolk,40721,5.9,0,1,0,2,703740,7
Massachusetts,Plymouth,36890,7.2,0,1,0,0,518597,1
Massachusetts,Suffolk,124289,16.5,1,2,0,1,801162,4
Massachusetts,Worcester,76029,9.5,1,4,0,1,826655,6
Michigan,Alcona,1458,14,0,0,0,0,10396,0
Michigan,Alger,978,12.1,0,0,0,0,9098,0
Michigan,Allegan,8552,7.3,0,1,0,0,117104,1
Michigan,Alpena,4334,15.6,1,0,0,0,28431,-1
Michigan,Antrim,2625,11.3,1,0,0,0,23301,-1
Michigan,Arenac,1888,12.8,0,0,0,0,15013,0
Michigan,Baraga,911,12.7,1,0,0,0,8337,-1
Michigan,Barry,4668,7.6,2,0,0,0,61045,-2
Michigan,Bay,12891,12.7,0,1,0,0,103506,1
Michigan,Benzie,1673,9.5,0,0,0,0,17703,0
Michigan,Berrien,22678,15.1,1,3,0,0,153797,2
Michigan,Branch,5861,14.1,0,1,0,0,43428,1
Michigan,Calhoun,19661,15.1,0,1,0,0,133943,1
Michigan,Cass,5677,11.1,0,0,0,0,51613,0
Michigan,Charlevoix,2245,8.7,0,0,0,0,26197,0
Michigan,Cheboygan,3166,12.7,0,1,0,0,25435,1
Michigan,Chippewa,4486,13.9,0,1,0,0,37418,1
Michigan,Clare,5467,18,0,0,0,0,30655,0
Michigan,Clinton,6220,7.9,0,1,0,0,78957,1
Michigan,Crawford,1869,13.6,0,0,0,0,13904,0
Michigan,Delta,3942,11.3,1,0,0,0,35874,-1
Michigan,Dickinson,2386,9.7,1,0,0,0,25373,-1
Michigan,Eaton,8409,7.8,0,0,0,0,109730,0
Michigan,Emmet,2858,8.7,0,1,0,0,33175,1
Michigan,Genesee,73344,18.3,2,3,0,2,406770,7
Michigan,Gladwin,4158,16.6,0,0,0,0,25312,0
Michigan,Gogebic,1683,12.5,1,0,0,0,14715,-1
Michigan,Grand Traverse,8019,8.7,1,1,0,1,92640,3
Michigan,Gratiot,4787,13.7,0,1,0,0,40692,1
Michigan,Hillsdale,5577,12.6,1,0,0,0,45707,-1
Michigan,Houghton,4873,15,1,0,0,0,35890,-1
Michigan,Huron,3500,11.6,1,0,0,0,31105,-1
Michigan,Ingham,37873,13.8,0,2,0,2,290923,8
Michigan,Ionia,5727,9.6,1,2,0,0,64401,1
Michigan,Iosco,3420,13.8,1,0,0,0,25213,-1
Michigan,Iron,1527,14.2,0,0,0,0,11099,0
Michigan,Isabella,11258,17.4,0,1,0,0,70363,1
Michigan,Jackson,18835,12.6,0,2,0,0,158174,2
Michigan,Kalamazoo,30871,12,0,1,0,1,264322,4
Michigan,Kalkaska,2147,12,0,0,0,0,17725,0
Michigan,Kent,71769,11.1,1,5,0,2,652617,10
Michigan,Keweenaw,237,11.2,0,0,0,0,2102,0
Michigan,Lake,2206,19.2,0,0,0,0,11805,0
Michigan,Lapeer,7082,8.2,0,1,0,0,87975,1
Michigan,Leelanau,1604,7.4,0,0,0,0,21649,0
Michigan,Lenawee,8860,9.5,0,1,0,0,98310,1
Michigan,Livingston,10151,5.3,0,1,0,0,190832,1
Michigan,Luce,965,19.1,0,0,0,0,6286,0
Michigan,Mackinac,1343,12.5,0,0,0,0,10781,0
Michigan,Macomb,79269,9.2,0,3,0,4,870893,15
Michigan,Manistee,2898,12.4,1,0,0,0,24539,-1
Michigan,Marquette,8458,13.6,0,3,0,1,66403,6
Michigan,Mason,3531,12.3,2,0,0,0,29062,-2
Michigan,Mecosta,5505,13.6,1,1,0,0,43481,0
Michigan,Menominee,2526,11.4,0,0,0,0,22902,0
Michigan,Midland,8319,10.1,0,1,0,0,83445,1
Michigan,Missaukee,1892,12.6,0,0,0,0,15075,0
Michigan,Monroe,14444,9.7,0,2,0,0,150000,2
Michigan,Montcalm,7926,13.1,1,1,0,0,63516,0
Michigan,Montmorency,1425,15.5,0,0,0,0,9270,0
Michigan,Muskegon,20887,12.3,1,1,0,0,173679,0
Michigan,Newaygo,6001,12.3,2,0,0,0,48687,-2
Michigan,Oakland,97171,7.8,2,5,0,4,1255340,15
Michigan,Oceana,3530,13.3,1,0,0,0,26545,-1
Michigan,Ogemaw,3104,15.1,0,1,0,0,20895,1
Michigan,Ontonagon,821,14.7,0,0,0,0,5802,0
Michigan,Osceola,3274,14.2,0,0,0,0,23323,0
Michigan,Oscoda,1291,15.5,1,0,0,0,8282,-1
Michigan,Otsego,2278,9.3,0,0,0,0,24613,0
Michigan,Ottawa,19048,6.7,1,3,0,0,289162,2
Michigan,PresqueIsle,1634,13.1,0,0,0,0,12687,0
Michigan,Roscommon,3755,15.8,0,0,0,0,23863,0
Michigan,Saginaw,29160,15.9,1,1,0,1,191166,3
Michigan,Sanilac,6174,15.3,0,0,0,0,41179,0
Michigan,Schoolcraft,950,11.9,0,0,0,0,8031,0
Michigan,Shiawassee,7772,11.6,0,1,0,0,68176,1
Michigan,St. Clair,19531,12.4,0,0,0,0,159285,0
Michigan,St. Joseph,7826,13,0,0,0,0,60789,0
Michigan,Tuscola,5862,11.4,1,0,0,0,52683,-1
Michigan,Van Buren,10501,14.1,0,0,0,0,75416,0
Michigan,Washtenaw,41374,12,0,2,0,1,368385,5
Michigan,Wayne,344282,20,4,5,0,5,1753059,16
Michigan,Wexford,3809,11.4,0,1,0,0,33433,1
Minnesota,Aitkin,1738,11.1,0,0,0,0,15826,0
Minnesota,Anoka,25261,7.1,2,2,0,0,353775,0
Minnesota,Becker,3857,11.4,0,1,0,0,34227,1
Minnesota,Beltrami,5488,12.1,0,1,0,0,46784,1
Minnesota,Benton,2798,6.9,0,0,0,0,40476,0
Minnesota,Big Stone,521,10.9,0,0,0,0,4974,0
Minnesota,Blue Earth,7131,11,1,1,0,0,67368,0
Minnesota,Brown,1611,6.8,0,1,0,0,25076,1
Minnesota,Carlton,2962,8.7,0,0,0,0,35709,0
Minnesota,Carver,3731,3.5,0,0,0,0,103561,0
Minnesota,Cass,3740,12.6,1,0,0,0,29462,-1
Minnesota,Chippewa,1075,9.3,0,0,0,0,11876,0
Minnesota,Chisago,3505,6.3,0,1,0,0,55844,1
Minnesota,Clay,5439,8.8,1,0,0,0,64029,-1
Minnesota,Clearwater,1139,12.8,0,0,0,0,8872,0
Minnesota,Cook,464,8.7,0,0,0,0,5402,0
Minnesota,Cottonwood,1239,11.2,0,0,0,0,11279,0
Minnesota,Crow Wing,5549,8.5,2,0,0,0,64775,-2
Minnesota,Dakota,20759,4.8,0,4,0,0,425271,4
Minnesota,Dodge,1237,5.9,0,0,0,0,20807,0
Minnesota,Douglas,2814,7.4,1,0,0,0,37820,-1
Minnesota,Faribault,1361,10.3,0,0,0,0,13727,0
Minnesota,Fillmore,1704,8.2,0,0,0,0,21031,0
Minnesota,Freeborn,2988,10,0,0,0,0,30465,0
Minnesota,Goodhue,3277,7.2,0,1,0,0,46330,1
Minnesota,Grant,551,9.3,0,0,0,0,5962,0
Minnesota,Hennepin,115824,9.3,1,6,0,3,1255296,14
Minnesota,Houston,1174,6.4,0,0,0,0,18670,0
Minnesota,Hubbard,1972,9.1,2,0,0,0,21287,-2
Minnesota,Isanti,2731,6.7,0,1,0,0,40004,1
Minnesota,Itasca,4634,10.5,0,1,0,0,45180,1
Minnesota,Jackson,735,7.6,0,0,0,0,9873,0
Minnesota,Kanabec,1481,9.1,1,0,0,0,16205,-1
Minnesota,Kandiyohi,3459,8.2,0,1,0,0,42909,1
Minnesota,Kittson,421,10.3,0,0,0,0,4272,0
Minnesota,Koochiching,1369,11.6,0,1,0,0,12355,1
Minnesota,Lacqui Parle,545,8.6,0,0,0,0,6645,0
Minnesota,Lake,841,8,0,0,0,0,10571,0
Minnesota,Lake of the Woods,325,8.8,0,0,0,0,3747,0
Minnesota,LeSueur,1895,6.7,0,0,0,0,28425,0
Minnesota,Lincoln,474,8.7,0,0,0,0,5641,0
Minnesota,Lyon,2152,8.8,1,0,0,0,25696,-1
Minnesota,Mahnomen,824,15.3,0,0,0,0,5508,0
Minnesota,Marshall,729,7.9,0,0,0,0,9353,0
Minnesota,Martin,1898,9.9,1,0,0,0,19737,-1
Minnesota,McLeod,2034,5.8,1,0,0,0,35788,-1
Minnesota,Meeker,1429,6.2,0,0,0,0,23149,0
Minnesota,Mille Lacs,2361,9.2,0,2,0,0,25963,2
Minnesota,Morrison,3212,9.8,0,0,0,0,33119,0
Minnesota,Mower,3457,8.7,1,0,0,0,39931,-1
Minnesota,Murray,612,7.6,0,0,0,0,8247,0
Minnesota,Nicollet,2315,7.2,0,0,0,0,34176,0
Minnesota,Nobles,1981,9.4,1,0,0,0,21667,-1
Minnesota,Norman,647,10.5,0,0,0,0,6466,0
Minnesota,Olmsted,10052,6.4,1,1,0,0,156446,0
Minnesota,Otter Tail,4503,7.8,0,1,0,0,58416,1
Minnesota,Pennington,1104,8.2,0,1,0,0,14110,1
Minnesota,Pine,2842,10.2,1,1,0,0,29254,0
Minnesota,Pipestone,823,9.2,0,0,0,0,9163,0
Minnesota,Polk,3153,10.6,0,0,0,0,31384,0
Minnesota,Pope,877,7.9,0,0,0,0,11107,0
Minnesota,Ramsey,66975,12.6,2,4,0,1,546598,5
Minnesota,RedLake,331,8.3,0,0,0,0,4005,0
Minnesota,Redwood,1266,8.6,1,0,0,0,15193,-1
Minnesota,Renville,1213,8.6,0,0,0,0,14572,0
Minnesota,Rice,5051,8.4,0,2,0,0,66549,2
Minnesota,Rock,742,8.2,0,0,0,0,9386,0
Minnesota,Roseau,1087,7.3,1,0,0,0,15259,-1
Minnesota,Scott,6383,4.3,0,0,0,0,147201,0
Minnesota,Sherburne,4279,4.4,1,0,0,0,96015,-1
Minnesota,Sibley,1154,7.9,0,0,0,0,14871,0
Minnesota,St.Louis,19339,10.1,0,0,0,1,199499,3
