store_name,address,state,county,lat,lng,service_level
Women's Care Center,"918 W 7th St
Auburn, IN 46706",Indiana,Dekalb,41.3673,-85.0695,2
Her Choice,"531 Ridge St
Bowling Green, OH 43402",Ohio,Wood,41.3785,-83.6431,2
Deborah K. Fallacaro Pregnancy Center of Westerly,"111 High St
Westerly, RI 02891",Rhode Island,Washington,41.3811,-71.8252,2
Planned Parenthood- Danbury Health Center,44 Main Street,Connecticut,Fairfield,41.388,-73.4462,4
Planned Parenthood- Goshen Health Center,7 Coates Drive,New York,Orange,41.3906,-74.3358,4
Life Center,"323 13th St
Franklin, PA 16323",Pennsylvania,Venango,41.3982,-79.8313,2
Hopeline Pregnancy Resource Center,"13 Rose St
Danbury, CT 06810",Connecticut,Fairfield,41.3986,-73.4586,2
Birthright of Greater Danbury,"238 White St
Danbury, CT 06810",Connecticut,Fairfield,41.3992,-73.4384,1
Cornerstone,"364 Griswold Rd
Elyria, OH 44035",Ohio,Lorain,41.4001,-82.11,2
Birthright of Parma Heights,"5851 Pearl Rd, #202
Parma Heights, OH 44130",Ohio,Cuyahoga,41.4032,-81.7456,1
Pathways of Pella,"703 Main St
Pella, IA 50219",Iowa,Marion,41.4056,-92.9167,2
Catholic Charities,"85 N High St
Greenville, PA 16125",Pennsylvania,Mercer,41.4062,-80.3965,1
CPC Women's Health Resource,"1801 Oakwood Ave
Napoleon, OH 43545",Ohio,Henry,41.4085,-84.1211,2
Planned Parenthood- Bedford Heights Surgery Center***,25350 Rockside Rd,Ohio,Cuyahoga,41.4094,-81.5002,3
Zoe For Life!,"5454 State Rd Parma, OH 44134",Ohio,Cuyahoga,41.4128,-81.7109,2
Womankind,"5350 Transportation Blvd, Ste 18
Garfield Heights, OH 44125",Ohio,Cuyahoga,41.4158,-81.6168,2
Birthright of Elyria,"2136 N Ridge Rd
Elyria, OH 44035",Ohio,Lorain,41.4184,-82.122,1
Heartbeat Pregnancy Center,"3423 Columbus Ave Sandusky, OH 44870",Ohio,Erie,41.4187,-82.6905,1
Options Women's Center,"1329 Wyoming Ave
Scranton, PA 18509",Pennsylvania,Lackawanna,41.4227,-75.6501,1
Catholic Charities,"32 S St Marys St, #9
St Marys, PA 15857",Pennsylvania,Elk,41.4268,-78.5616,1
The Women's Center of Northwest Indiana,"1845 E Summit
Crown Point, IN 46307",Indiana,Lake,41.4269,-87.338,2
The Guidance Center,"1307 Bucktail Rd
St Marys, PA 15857",Pennsylvania,Elk,41.4286,-78.5273,1
St. Joseph's Center,"2010 Adams Ave
Scranton, PA 18509",Pennsylvania,Lackawanna,41.4308,-75.6382,1
Life and Family Services,"201 S Park Ave
Kendallville, IN 46755",Indiana,Noble,41.4427,-85.2542,1
MyChoice Pregnancy Care Center,"18 Grove St
Middletown, NY 10940",New York,Orange,41.4491,-74.4156,2
Emmanuel House International,"8 Towners Rd Carmel, NY 10512",New York,Putnam,41.4499,-73.6715,1
Life Choices,"230 E 22nd St, Ste 2
Fremont, NE 68026",Nebraska,Dodge,41.4507,-96.4941,2
Planned Parenthood- Merrillville Health Center***,8645 Connecticut Street,Indiana,Lake,41.4613,-87.333,4
The Women's Center of Northwest Indiana,"2803 Boilermaker Crt, Ste 2D
Valparaiso, IN 46383",Indiana,Porter,41.4633,-87.0255,2
Women's Care Center,"8500 Broadway, Ste B
Merrillville, IN 46410",Indiana,Lake,41.4635,-87.3364,2
MyChoice Pregnancy Care Center,"388 Blooming Grove Turnpike New Windsor, NY 12553",New York,Orange,41.4652,-74.0345,2
Northeast Ohio Women's Center- Cleveland***,3461 Warrensville Center Rd,Ohio,Cuyahoga,41.4653,-81.5362,3
Pregnancy Resources,"3825 16th St
Moline, IL 61265",Illinois,Rock Island,41.4737,-90.5074,2
CPC Women's Health Resource,"1410 W High St
Bryan, OH 43506",Ohio,Williams,41.4748,-84.5724,2
Birthright of Valparaiso,"905 1/2 Calumet Ave
Valparaiso, IN 46383",Indiana,Porter,41.4766,-87.0568,1
Cleveland Pregnancy Center,"3924 Loraine Ave
Cleveland, OH 44113",Ohio,Cuyahoga,41.4806,-81.713,2
Preterm***,12000 Shaker Blvd,Ohio,Cuyahoga,41.4843,-81.5993,3
Birthright of Lakewood,"14701 Detroit Ave
Lakewood, OH 44107",Ohio,Cuyahoga,41.485,-81.7987,1
Birthright of Geauga,"14890 Burton Windsor Rd
Burton, OH 44011",Ohio,Lorain,41.4867,-81.1075,1
Faith Baptist Community Church & Center,"2355 E 55th St
Cleveland, OH 44104",Ohio,Cuyahoga,41.4947,-81.6513,1
Planned Parenthood- Newburgh Health Center,136 Lake Street,New York,Orange,41.4969,-74.0297,4
Cleveland Women's Clinic,"14077 Cedar Rd, Ste 100
South Euclid, OH 44118",Ohio,Cuyahoga,41.5017,-81.5333,2
Hope Pregnancy Center,"110 Main St
Cheshire, CT 06410",Connecticut,New Haven,41.5022,-72.9024,2
Lc Clinic,"212 S Division St
Stuart, IA 50250",Iowa,Adair,41.5023,-94.3187,2
Pregnancy Care Center,"142 S 100 W, Ste 101
Brigham City, UT 84302",Utah,Box Elder,41.5071,-112.018,2
Heartbeat of Ottawa County,"140 Buckeye Blvd, Ste E
Port Clinton, OH 43452",Ohio,Ottawa,41.5131,-82.9138,2
Pregnancy Resource Center,"2121 Oneida, Ste 301
Joliet, IL 60435",Illinois,Will,41.5256,-88.1329,2
InnerVisions Healthcare South,"520 Army Post Rd
Des Moines, IA 50315",Iowa,Polk,41.5258,-93.6205,2
Planned Parenthood- Rosenfield Center***,1000 E. Army Post Road,Iowa,Polk,41.5263,-93.6012,4
Birthright of Joliet,"310 N Hammes Ave, Ste LL7
Joliet, IL 60435",Illinois,Will,41.5284,-88.1315,1
Aid for Women,"3347 Vollmer Rd
Flossmoor, IL 60422",Illinois,Cook,41.5287,-87.6974,2
Birthright of Greater Meriden,"39 Center St
Meriden, CT 06450",Connecticut,New Haven,41.5349,-72.7928,1
Birthright of Fishkill,"1081 Main St, Ste F Fishkill, NY 12524",New York,Dutchess,41.5354,-73.9038,1
The Women's Center of Northwest Indiana,"2064 45th St
Highland, IN 46322",Indiana,Lake,41.5369,-87.4787,2
Care Net Pregnancy Center of NEPA,"512 Towne Plaza, SR 6, Ste 112
Tunkhannock, PA 18657",Pennsylvania,Wyoming,41.5372,-75.9467,2
Planned Parenthood- Meriden Health Center,26 Women's Way,Connecticut,New Haven,41.5427,-72.7992,4
Pregnancy Resources,"2706 W Central Park Ave
Davenport, IA 52804",Iowa,Scott,41.5457,-90.6156,2
Women's Choice Center of the Quad Cities,"2740 Happy Joe Dr, Ste 2 Bettendorf, IA 52722",Iowa,Scott,41.5502,-90.4954,2
The Answer for Pregnancy Aid,"705 Colonial Dr
Hobart, IN 46342",Indiana,Lake,41.5504,-87.2482,1
ABC Women's Center,"180 E Main St
Middletown, CT 06457",Connecticut,Middlesex,41.5514,-72.6413,2
Alpha Women’s Center,"3605 SE 14th St
Des Moines, IA 50320",Iowa,Polk,41.5514,-93.5964,2
"Pathways Pregnancy Center, Inc.","101 W Town St
Norwich, CT 06360",Connecticut,New London,41.5519,-72.1029,1
Planned Parenthood- Norwich Health Center,12 Case Street,Connecticut,New London,41.5536,-72.1035,4
Planned Parenthood- Waterbury Health Center,969 W Main Street,Connecticut,New Haven,41.5566,-73.0573,4
Abigail Women's Center,"1610 Stroble Ave
Mendota, IL 61342",Illinois,La Salle,41.5582,-89.1163,2
Carolyn's Place Pregnancy Care Center,"137 Grandview Ave
Waterbury, CT 06708",Connecticut,New Haven,41.5602,-73.0621,1
Birthright of Falmouth,"320 Gifford St
Falmouth, MA 02540",Massachusetts,Barnstable,41.5619,-70.6105,1
PASS Pregnancy Care Center,"3116 Ridge Rd
Lansing, IL 60438",Illinois,Cook,41.5651,-87.5411,2
CPC Women's Health Resource,"1499 N Glenwood Ave
Wauseon, OH 43567",Ohio,Fulton,41.5732,-84.1299,2
Catholic Social Services,"34 River St
Carbondale, PA 18407",Pennsylvania,Lackawanna,41.5735,-75.5041,1
PASS Pregnancy Care Center,"17214 Oak Park Ave
Tinley Park, IL 60477",Illinois,Cook,41.5785,-87.7847,2
Birthright of Cleveland,"960 E 185th St
Cleveland, OH 44119",Ohio,Cuyahoga,41.5813,-81.5501,1
Inside Connection,"2712 Commercial Way
Rock Springs, WY 82901",Wyoming,Sweetwater,41.5825,-109.254,2
Birthright of Geauga,"209 Center St, Unit A
Chardon, OH 44024",Ohio,Geauga,41.5828,-81.21,1
Women's Care Center,"6919 Indianapolis Blvd, Ste 1
Hammond, IN 46324",Indiana,Lake,41.5878,-87.4806,2
InnerVisions HealthCare West,"1355 50th St, Ste 400
West Des Moines, IA 50266",Iowa,Polk,41.5914,-93.7705,2
PASS Pregnancy Care Center,"613 E 162nd
South Holland, IL 60473",Illinois,Cook,41.6005,-87.6012,2
The Women's Center of Northwest Indiana,"137 E 5th Ave Gary, IN 46401",Indiana,Lake,41.6019,-87.335,2
Women's Care Center,"512 Maple Ave
LaPorte, IN 46350",Indiana,LaPorte,41.6106,-86.7178,2
Birthright of Des Moines,"5806 Hickman Rd
Des Moines, IA 50322",Iowa,Polk,41.6146,-93.6982,1
Birthright of New Bedford,"651 Orchard St, Rm 305 New Bedford, MA 02744",Massachusetts,Bristol,41.615,-70.9314,1
Agape Pregnancy Center,"2550 Martin Luther King Jr Pkwy
Des Moines, IA 50310",Iowa,Polk,41.6179,-93.6478,2
New Life Care Center,"220 W Spruce St
Titusville, PA 16354",Pennsylvania,Crawford,41.6309,-79.6765,2
Pregnancy Center of Meadville,"657 Pine St Meadville, PA 16335",Pennsylvania,Crawford,41.6329,-80.1394,1
Compassion Pregnancy Center of Northeast Indiana,"909 W Maumee St
Angola, IN 46703",Indiana,Steuben,41.6349,-85.0111,2
Compassion Pregnancy Centers of NE IN,"221 S Detroit St
LaGrange, IN 46761",Indiana,LaGrange,41.6422,-85.4176,2
The Pregnancy Center of Greater Toledo,"716 N Westwood Ave
Toledo, OH 43607",Ohio,Lucas,41.6468,-83.6051,2
Your First Look Women's Center ,"101 Main St, Ste 2
Toledo, OH 43605",Ohio,Lucas,41.6486,-83.5229,2
Planned Parenthood- Iowa City Health Center***,850 Orchard Street,Iowa,Johnson,41.6501,-91.5414,4
Informed Choices Medical Clinics,"821 S Gilbert St
Iowa City, IA 52240",Iowa,Johnson,41.6515,-91.5318,2
Endless Mountains Pregancy Care Center,"26 W Main St
Canton, PA 17724",Pennsylvania,Bradford,41.6542,-76.852,2
Planned Parenthood- Monticello Health Center,14 Prince Street,New York,Sullivan,41.6548,-74.6902,4
Birthright of Iowa City,"341 E College St
Iowa City, IA 52240",Iowa,Johnson,41.6588,-91.5308,1
"Birthright Lake, Inc.","7237 Industrial Park Blvd 
Mentor, OH 44060",Ohio,Lake,41.6594,-81.383,1
Women's Care Center,"607 Lincolnway W Mishawaka, IN 46544",Indiana,St Joseph,41.6607,-86.1886,2
Planned Parenthood- New Britain Center,100 Grand St,Connecticut,Hartford,41.6614,-72.7867,4
The Emma Goldman Clinic***,227 N Dubuque St,Iowa,Johnson,41.6639,-91.5332,4
The Guidance Center,"300 N Fraley St
Kane, PA 16735",Pennsylvania,Mckean,41.6653,-78.8114,1
Women's Care Center,"360 N Notre Dame Ave South Bend, IN 46617",Indiana,St Joseph,41.6795,-86.238,2
Women's Care Center,"229 W Marion St
Elkhart, IN 46516",Indiana,Elkhart,41.6822,-85.974,2
RETA,"300 W High St
Elkhart, IN 46516",Indiana,Elkhart,41.6846,-85.9756,2
Planned Parenthood- Roseland Health Center,11250 S Halsted St.,Illinois,Cook,41.6889,-87.6427,4
Your First Look Women's Center,"4041 W Sylvania Ave, Ste LL 4
Toledo, OH 43623",Ohio,Lucas,41.6909,-83.6392,2
Women's Care Center,"3530 Lincoln Way W
South Bend, IN 46628",Indiana,St. Joseph,41.6926,-86.2995,2
Capital Care of Toledo***,1160 W Sylvania Ave,Ohio,Lucas,41.6926,-83.5692,3
Birthright of Poughkeepsie,"769 Main St Poughkeepsie, NY 12603",New York,Dutchess,41.6966,-73.9026,1
Women's Care Center,"1635 N Ironwood Dr
South Bend, IN 46556",Indiana,St. Joseph,41.6976,-86.2169,2
Pregnancy Center of Central Iowa,"709 1st Ave W, Ste 1 Newton, IA 50208",Iowa,Jasper,41.6993,-93.0617,1
Care Net Pregnancy Center of Hudson Valley,"226 Church St Poughkeepsie, NY 12601",New York,Dutchess,41.7001,-73.9249,2
Your Options Medical,"25 N Main St
Fall River, MA 02720",Massachusetts,Bristol,41.7024,-71.1551,2
Women's Care Center,"732 Wabash St
Michigan City, IN 46360",Indiana,LaPorte,41.7134,-86.9029,2
Birthright of Windham,"122 Valley St
Willimantic, CT 06226",Connecticut,Windham,41.7135,-72.2129,1
The Women's Center of Eastern Connecticut,"37 Ivan Hill St
Willimantic, CT 06226",Connecticut,New London,41.7147,-72.2234,2
The Women's Center,"9730 S Western Ave
Evergreen Park, IL 60805",Illinois,Cook,41.716,-87.6823,2
Planned Parenthood- Willimantic Health Center,1548 W Main Street,Connecticut,Windham,41.7189,-72.2362,4
Southside Pregnancy Center,"3759 W 95th St
Evergreen Park, IL 60805",Illinois,Cook,41.7206,-87.7162,2
Planned Parenthood- West Hartford Health Center,1030 New Britain Ave,Connecticut,Hartford,41.7299,-72.724,4
Alpha Women’s Center,"114 SW State St
Ankeny, IA 50023",Iowa,Polk,41.7311,-93.6224,2
Avenue Women's Center,"1301 S Route 59, Ste 103
Naperville, IL 60564",Illinois,DuPage,41.7314,-88.2069,2
The Center For Pregnancy Choices,"90 N 100 E, Ste 140
Logan, UT 84321",Utah,Cache,41.7329,-111.832,2
Choices Yreka,"409 N Main St
Yreka, CA 96097",California,Siskiyou,41.7354,-122.635,1
Avenue Women's Center,"2849 83rd St
Darien, IL 60561",Illinois,Dupage,41.7364,-88.0152,2
The Bravo Center,"246 Main St, Ste 9 New Paltz, NY 12561",New York,Ulster,41.7425,-74.0715,1
Access Health Clinic,1700 75th Street,Illinois,DuPage,41.751,-88.0234,4
Planned Parenthood- Aurora Health Center,3051 E. New York St.,Illinois,Kane,41.7539,-88.2916,4
Hartford GYN Center,1 Main St.,Connecticut,Hartford,41.7556,-72.6766,4
The Crisis Pregnancy Center of CT,"30 Mill St
Unionville, CT 06085",Connecticut,Farmington,41.7573,-72.8884,1
Waterleaf,"3055 E New York St Aurora, IL 60504",Illinois,DuPage,41.759,-88.2404,2
Pregnancy Information Center,"411 W Galena Blvd
Aurora, IL 60504",Illinois,Kane,41.7612,-88.3237,2
Endless Mountains Pregancy Care Center,"13 State St
Towanda, PA 18848",Pennsylvania,Bradford,41.7683,-76.4426,2
Birthright of Greater Hartford,"914 Main St, Ste 216
East Hartford, CT 06108",Connecticut,Hartford,41.7698,-72.6432,1
Pregnancy Care Center of Crescent City,"110 W Washington Blvd
Crescent City, CA 95531",California,Del Norte,41.7731,-124.204,1
Gianna's House Pregnancy Resource Center,"700 10th Ave
Rock Falls, IL 61071",Illinois,Whiteside,41.7743,-89.7023,1
Women's Medical Center of Rhode Island***,1725 Broad St,Rhode Island,Providence,41.7793,-71.4008,4
Planned Parenthood- Hartford North Center,1229 Albany Avenue,Connecticut,Hartford,41.7822,-72.6972,4
Planned Parenthood- Manchester Health Center,319B Main Street,Connecticut,Hartford,41.7822,-72.5226,4
Planned Parenthood- Englewood Health Center,6059 S. Ashland Ave.,Illinois,Cook,41.7833,-87.664,4
Ryan Center Clinic,5758 S Maryland Ave,Illinois,Cook,41.7901,-87.6055,4
White Oak Women's Center,"2323 E Lincolnway, Ste A
Sterling, IL 61081",Illinois,Whiteside,41.8002,-89.6681,2
Harmony Women's Care Center,"35 Greenwich St
Providence, RI 02907",Rhode Island,Providence,41.8024,-71.427,2
Planned Parenthood- Danielson Health Center,87 Westcott Road,Connecticut,Windham,41.8044,-71.8598,4
Two Hearts Pregnancy Care Center,"116 Grove St
Torrington, CT 06790",Connecticut,Litchfield,41.8085,-73.1186,2
The Guidance Center,"415 W Main St
Smethport, PA 16749",Pennsylvania,Mckean,41.8094,-78.4458,1
Sturgis Pregnancy Helpline,"1125 N Nottawa St
Sturgis, MI 49091",Michigan,Saint Joseph,41.8146,-85.4183,2
Planned Parenthood- Providence Health Center***,111 Point Street,Rhode Island,Providence,41.8164,-71.4078,4
Women's Care Center of La Grange,"136 N LaGrange Rd
La Grange, IL 60525",Illinois,Cook,41.8193,-87.8704,2
Planned Parenthood- Torrington Health Center,249 Winsted Road,Connecticut,Litchfield,41.8235,-73.1169,4
Mother of Life Pregnancy Center,"400 Atwells Ave
Providence, RI 02909",Rhode Island,Providence,41.8237,-71.4308,2
Women's Care Center,"621 E Main St
Niles, MI 49120",Michigan,Berrien,41.8298,-86.2515,2
Life Plan,"527 E Main St
Niles, MI 49120",Michigan,Berrien,41.83,-86.2527,2
American Women's Medical Center (35th Street),736 W 35th St,Illinois,Cook,41.831,-87.6451,4
Care Net Pregnancy Center of NEPA,"498 S Main St, Ste B
Montrose, PA 18801",Pennsylvania,Susquehanna,41.8324,-75.8789,2
"Women's Care Center of Erie County, Inc","203 W Third Ave
Warren, PA 16365",Pennsylvania,Warren,41.8465,-79.1463,2
The Pregnancy Center,"240 N Bluff Blvd, Ste 105
Clinton, IA 52732",Iowa,Clinton,41.848,-90.2011,2
Michigan Avenue Center for Women,2415 S Michigan Ave,Illinois,Cook,41.8488,-87.6233,4
Aanchor Health Center,1186 Roosevelt Road,Illinois,DuPage,41.8597,-88.034,4
Avenue Women's Center,"1200 Roosevelt Rd, Ste 101
Glen Ellyn, IL 60137",Illinois,DuPage,41.8604,-88.0303,2
Aid for Women,"1400 S Austin Blvd
Cicero, IL 60804",Illinois,Cook,41.8616,-87.7745,2
Avenue Women's Center,"440 E Roosevelt Rd, Ste 106
West Chicago, IL 60185",Illinois,DuPage,41.8632,-88.1992,2
Mya Women's Center,"517 W Prospect Rd, Ste C
Ashtabula, OH 44004",Ohio,Ashtabula,41.8692,-80.7863,2
Boro Women & Family Services,"108 High St
Edinboro, PA 16412",Pennsylvania,Erie,41.8737,-80.13,2
Planned Parenthood- Loop Health Center,18 S. Michigan Avenue,Illinois,Cook,41.8815,-87.625,4
Aid for Women,"8 S Michigan Ave, Ste 1416
Chicago, IL 60603",Illinois,Cook,41.8818,-87.6247,2
Family Planning Associates- Downtown Chicago,659 W Washington Blvd,Illinois,Cook,41.882,-87.7331,4
Caris,"111 N Wabush Ave, Ste 1501
Chicago, IL 60602",Illinois,Cook,41.8835,-87.6258,2
Planned Parenthood- Near North Health Center,1200 N LaSalle Street,Illinois,Cook,41.8878,-87.6325,4
New Beginnings Mercy House,"3877 Jackman Rd
Ida, MI 48140",Michigan,Monroe,41.8938,-83.5923,2
Planned Parenthood- Austin Health Center,5937 W Chicago Ave.,Illinois,Cook,41.8945,-87.7738,4
"Women's Care Center of Erie County, Inc","13 N Main St
Union City, PA 16438",Pennsylvania,Erie,41.8984,-79.8452,2
Care Pregnancy Center of Lenawee,"308 N Broad St
Adrian, MI 49221",Michigan,Lenawee,41.901,-84.0318,2
Avenue Women's Center,"580 N Michigan St
Elmhurst, IL 60126",Illinois,DuPage,41.916,-87.9389,2
Heartbeat of Monroe,"123 W First St
Monroe, MI 48161",Michigan,Monroe,41.9163,-83.4004,2
Helping Hands Pregnancy Resource Center,"46 S Howell St
Hillsdale, MI 49242",Michigan,Hillsdale,41.9182,-84.6324,1
LifeCare Pregnancy & Family Resource Center,"127 N Center, Ste 2
Corry, PA 16407",Pennsylvania,Erie,41.9228,-79.6417,2
Birthright of Taunton,"468 Bay St
Taunton, MA 02780",Massachusetts,Bristol,41.924,-71.0984,1
The Bravo Center,"484 Broadway Kingston, NY 12401",New York,Ulster,41.9277,-73.9992,1
Family Planning Associates- Northwest Chicago,4341 N Milwaukee Ave,Illinois,Cook,41.9287,-87.7067,4
Planned Parenthood- Kingston Health Center,21 Grand Street,New York,Ulster,41.9289,-73.9996,4
American Women's Medical Group- Chicago (Western Avenue),2744 N Western Ave,Illinois,Cook,41.9316,-87.6883,4
We Care Pregnancy Clinic,"403 N 5th St
DeKalb, IL 60115",Illinois,Dekalb,41.9325,-88.7472,2
Beginnings Care for Life Center,"16 N Clay St
Coldwater, MI 49036",Michigan,Branch,41.9419,-85.005,2
Abundant Hope Pregnancy Resource Center,"152 Emory St, Unit 4
Attleboro, MA 02703",Massachusetts,Bristol,41.9422,-71.2697,2
Pregnancy Helpline Center of Three Rivers,"172 E Michigan Ave
Three Rivers, MI 49093",Michigan,Saint Joseph,41.9448,-85.6306,2
The Guidance Center,"110 Campus Dr
Bradford, PA 16701",Pennsylvania,Mckean,41.9543,-78.6609,1
Catholic Charities,"125 Main Street
Bradford, PA 16701",Pennsylvania,Mckean,41.9561,-78.6464,1
Bright Alternatives,"90 Boylston St, Ste 200
Bradford, PA 16701",Pennsylvania,Mckean,41.9571,-78.646,2
Avenue Women's Center,"132 E Irving Park Rd
Wood Dale, IL 60191",Illinois,DuPage,41.9628,-87.9777,2
Advantage Health Care Ltd.,203 W Irving Park Rd,Illinois,DuPage,41.9642,-87.9848,4
The Women's Center,"5116 N Cicero Ave Chicago, IL 60630",Illinois,Cook,41.9741,-87.7484,2
First Look Pregnancy Care Center and Ultrasound Clinic,"209 W Lockhart St
Sayre, PA 18840",Pennsylvania,Bradford,41.9822,-76.5178,2
Planned Parenthood- Enfield Health Center,111 Hazard Ave.,Connecticut,Hartford,41.989,-72.5669,4
Women's Aid Center,4801 W Peterson Ave,Illinois,Cook,41.9896,-87.749,4
Corbella Clinic,"101 E State St 
South Elgin, IL 60177",Illinois,Kane,41.9941,-88.2928,2
"Women's Care Center of Erie County, Inc.","150 W Main St
Girard, PA 16417",Pennsylvania,Erie,41.9993,-80.3198,1
The Women's Center,"2720 S River Rd
Des Plaines, IL 60016",Illinois,Cook,42.0034,-87.8665,2
Obria Medical Clinic - Ames,"1606 Golden Aspen Dr, Ste 105
Ames, IA 50010",Iowa,Story,42.0079,-93.6155,2
Bridgehaven Pregnancy Support Center,"4250 Glass Rd NE, Ste 100
Cedar Rapids , IA 52402",Iowa,Linn,42.0173,-91.7017,2
Planned Parenthood- Ames Health Center*,2530 Chamberlain Street,Iowa,Story,42.0214,-93.6512,4
Life Choices Medical Clinic,"127 S Roselle Rd
Schaumburg, IL 60193",Illinois,Cook,42.0242,-88.0794,2
Birthright of Cedar Rapids,"375 Collins Rd NE, Ste 107 Cedar Rapids, IA 52402",Iowa,Linn,42.0273,-91.6369,1
Birthright of Norfolk,"110 N 16th St, Ste 11
Norfolk, NE 68701",Nebraska,Madison,42.0337,-97.4314,1
American Women's Medical Center- Des Plaines,110 S River Rd,Illinois,Cook,42.0507,-87.8867,4
Life Choices Medical Clinic,"825 Dundee Ave
Elgin, IL 60120",Illinois,Kane,42.052,-88.271,2
Aid for Women,"450 O'Connor Dr
Des Plaines, IL 60016",Illinois,Cook,42.0686,-87.899,2
Women's Life Services,"200 Front St, Ste A Vestal, NY 13850",New York,Broome,42.0848,-76.0568,1
Southern Tier Pregnancy Resource Center,"375 W Water St Elmira, NY 14901",New York,Chemung,42.0863,-76.8123,2
Birthright of St. Joseph,"2700 Niles Ave
St. Joseph, MI 49085",Michigan,Saint Joseph,42.087,-86.4857,1
Your Options Medical,"48 Main St, Ste 8
Sturbridge, MA 01566",Massachusetts,Worcester,42.0875,-72.0607,2
Springfield Pregnancy Care Center,"704 Sumner Ave
Springfield, MA 01108",Massachusetts,Hampden,42.0877,-72.5511,1
"Women's Care Center of Erie County, Inc","4408 Peach St, Ste 302
Erie, PA 16509",Pennsylvania,Erie,42.0885,-80.0868,2
Office of Dr. Amy R. Cousins,149 Vestal Pkwy E,New York,Broome,42.0921,-76.0289,4
Planned Parenthood- Elmira Health Center,755 E. Church Street,New York,Chemung,42.0942,-76.7949,4
Options Care Center,"560 W Third St Jamestown, NY 14701",New York,Chautauqua,42.0953,-79.2504,2
Life Choices Center,"93 Oak St Binghamton, NY 13905",New York,Broome,42.0977,-75.9207,1
Clearway Clinic,"1259 E Columbus Ave
Springfield, MA 01105",Massachusetts,Hampden,42.0979,-72.5871,2
Pregnancy Help Boston,"824 Oak St, Ste 210
Brockton, MA 02301",Massachusetts,Plymouth,42.0998,-71.0615,2
Life Choices Medical Clinic,"855 E Palatine Rd, #230
Palatine, IL 60074",Illinois,Cook,42.1098,-88.0222,2
Life Plan,"204 W Main St
Benton Harbor, MI 49022",Michigan,Berrien,42.115,-86.4585,2
Birthright of Binghamton,"435 Main St, Ste 126 Johnson City, NY 13790",New York,Broome,42.1161,-75.964,1
Catholic Charities West Michigan,"185 E Main St, Ste 102
Benton Harbor, MI 49022",Michigan,Berrien,42.1166,-86.4539,1
Bright Alternatives: The Center for New Hope,"68 1/2 N Main St Wellsville, NY 14895",New York,Allegany,42.1228,-77.9489,1
Catholic Charities,"329 W 10th St
Erie, PA 16502",Pennsylvania,Erie,42.1228,-80.0896,1
Planned Parenthood- Western Massachusetts Health Center,3550 Main Street,Massachusetts,Hampden,42.1254,-72.6107,4
"Women's Care Center of Erie County, Inc","915 State St, Ste 100
Erie, PA 16501",Pennsylvania,Erie,42.1262,-80.0826,2
Caris,"67 E Algonquin Rd
South Barrington, IL 60010",Illinois,Lake,42.1405,-88.2442,2
Aid for Women,"111 N Wolf Rd Wheeling, IL 60090",Illinois,Cook,42.1416,-87.9153,2
PRC of the Valleys,"300 Nassar Civic Center Pl, Ste 230 Corning, NY 14830",New York,Steuben,42.1422,-77.0471,1
Planned Parenthood- Corning Health Center,135 Walnut Street,New York,Steuben,42.1426,-77.0571,4
Pregnancy Center of the Illinois Valley,"331 E Cottage Park Dr, Ste 4 
Cave Junction, OR 97523",Oregon,Josephine,42.174,-123.643,2
Planned Parenthood- Ashland Health Center,1532 Siskiyou Blvd.,Oregon,Jackson,42.1839,-122.689,4
Pregnancy Hope Center,"2421 Washburn Way, Ste A
Klamath Falls, OR 97603",Oregon,Klamath,42.2058,-121.756,2
Informed Choices,"610 Crystal Point Dr, #1
Crystal Lake, IL 60014",Illinois,McHenry,42.2243,-88.3136,2
Family Life Services,"840 Maus Ave
Ypsilanti, MI 48198",Michigan,Washtenaw,42.235,-83.5961,2
Planned Parenthood- Hudson Health Center,190 Fairview Ave,New York,Columbia,42.247,-73.7735,4
Pregnancy Center Lincoln Park,"1760 Fort St
Lincoln Park, MI 48146",Michigan,Wayne,42.2509,-83.1772,1
Center for Women Pregnancy Services,"500 Lansing Ave
Jackson, MI 49201",Michigan,Jackson,42.2528,-84.4125,2
Planned Parenthood- Ann Arbor Health Center,3100 Professional Drive,Michigan,Washtenaw,42.2552,-83.6978,4
Alight Center,"199 Fairview Ave Hudson, NY 12534",New York,Columbia,42.2592,-73.7659,2
Planned Parenthood- Central Massachusetts Health Center,470 Pleasant Street,Massachusetts,Worcester,42.2631,-71.8182,4
Problem Pregnancy,"495 Pleasant St
Worcester, MA 01609",Massachusetts,Worcester,42.2637,-71.8188,2
The Pregnancy Care Center of Rockford,"4108 Morsay Dr Rockford, IL 61107",Illinois,Winnebago,42.267,-89.0334,2
"Bethlehem House, Inc. Pregnancy Care Center","33 Knipfer Ave Easthampton, MA 1027",Massachusetts,Hampshire,42.2674,-72.6606,1
Pregnancy and Life Resources,"300 N Seymour Ave, Ste 6
Mundelein, IL 60060",Illinois,Lake,42.2685,-88.0029,1
Birthline Pregnancy and Parenting Center,"1000 E Porter St, Ste 1
Jackson, MI 49202",Michigan,Jackson,42.2689,-84.3914,2
Clearway Clinic,"358 Shrewsbury St
Worcester, MA 01604",Massachusetts,Worcester,42.2706,-71.7772,2
Planned Parenthood- Kalamazoo Health Center,4201 W Michigan Ave,Michigan,Kalamazoo,42.277,-85.6409,4
