State,County,Poverty Estimate,Poverty Percent,No Service,Few Services,Restricted Services,Full Service,Population
Alabama,Autauga,6242,11.2,0,0,0,0,55639
Alabama,Baldwin,20189,8.9,0,2,0,0,218289
Alabama,Barbour,5548,25.5,1,0,0,0,25026
Alabama,Bibb,3549,17.8,0,1,0,0,22374
Alabama,Blount,7525,13.1,1,0,0,0,57755
Alabama,Bullock,2552,30.8,0,0,0,0,10173
Alabama,Butler,3954,20.6,0,0,0,0,19726
Alabama,Calhoun,15915,14.5,0,1,0,0,114324
Alabama,Chambers,5266,16.3,0,1,0,0,33427
Alabama,Cherokee,3827,14.7,0,0,0,0,26035
Alabama,Chilton,6094,13.9,0,1,0,0,44147
Alabama,Choctaw,2506,20.4,0,0,0,0,12755
Alabama,Clarke,4471,19.5,0,1,0,0,23866
Alabama,Clay,1818,14.2,0,0,0,0,13285
Alabama,Cleburne,2099,14.2,0,0,0,0,14952
Alabama,Coffee,7303,13.9,0,1,0,0,52238
Alabama,Colbert,7864,14.4,0,0,0,0,54957
Alabama,Conecuh,2701,22.9,0,0,0,0,12219
Alabama,Coosa,1808,17.4,0,0,0,0,10696
Alabama,Covington,6219,17.1,0,1,0,0,37096
Alabama,Crenshaw,2262,16.8,0,0,0,0,13826
Alabama,Cullman,10381,12.5,0,1,0,0,83345
Alabama,Dale,7440,15.5,1,1,0,0,49293
Alabama,Dallas,9471,26.7,0,1,0,0,38184
Alabama,DeKalb,10778,15.2,0,1,0,0,71430
Alabama,Elmore,8972,11.5,0,2,0,0,81526
Alabama,Escambia,6892,20.4,0,1,0,0,36775
Alabama,Etowah,15650,15.6,0,1,0,0,102721
Alabama,Fayette,2640,16.5,1,0,0,0,16406
Alabama,Franklin,5357,17.2,0,0,0,0,31587
Alabama,Geneva,5492,21.0,0,0,0,0,26383
Alabama,Greene,2210,27.9,0,0,0,0,8221
Alabama,Hale,3166,21.9,0,0,0,0,14754
Alabama,Henry,2743,16.2,0,0,0,0,17123
Alabama,Houston,15534,14.8,0,0,0,0,105319
Alabama,Jackson,7777,15.3,0,1,0,0,51765
Alabama,Jefferson,92310,14.4,0,6,1,0,658615
Alabama,Lamar,2348,17.4,0,0,0,0,13854
Alabama,Lauderdale,12630,13.9,0,1,0,0,92870
Alabama,Lawrence,5005,15.4,0,0,0,0,32969
Alabama,Lee,28901,17.9,0,1,0,0,163461
Alabama,Limestone,10285,10.4,0,1,0,0,96921
Alabama,Lowndes,2083,21.9,0,0,0,0,9936
Alabama,Macon,4543,27.9,0,0,0,0,18437
Alabama,Madison,39100,10.5,0,1,1,0,367686
Alabama,Marengo,3370,18.3,1,0,0,0,19138
Alabama,Marion,4843,16.8,0,0,0,0,29818
Alabama,Marshall,14754,15.4,0,2,0,0,96137
Alabama,Mobile,71398,17.6,1,2,1,0,413977
Alabama,Monroe,4552,22.5,0,0,0,0,21006
Alabama,Montgomery,44058,20.4,0,2,1,0,226451
Alabama,Morgan,16995,14.4,0,0,0,0,119352
Alabama,Perry,2443,30.7,0,0,0,0,9104
Alabama,Pickens,4050,22.7,0,0,0,0,20049
Alabama,Pike,6101,19.7,0,0,0,0,33274
Alabama,Randolph,3933,17.5,0,0,0,0,22732
Alabama,Russell,11702,20.3,0,0,0,0,57938
Alabama,Shelby,15227,7.0,0,2,0,0,216350
Alabama,St.Clair,9384,10.5,0,2,0,0,88929
Alabama,Sumter,3338,29.2,0,0,0,0,12595
Alabama,Talladega,12958,16.9,0,1,0,0,80244
Alabama,Tallapoosa,6004,15.2,2,0,0,0,40450
Alabama,Tuscaloosa,28776,14.4,0,1,1,0,208854
Alabama,Walker,10219,16.4,0,1,0,0,63802
Alabama,Washington,2769,17.5,0,0,0,0,16336
Alabama,Wilcox,2240,22.2,0,0,0,0,10552
Alabama,Winston,4036,17.4,0,0,0,0,23712
Alaska,AleutiansEast,514,15.1,0,0,0,0,3389
Alaska,Aleutians West Census Area,443,8.1,0,0,0,0,5708
Alaska,Anchorage Municipality,23200,8.3,0,0,0,0,292090
Alaska,Bethel Census Area,4567,25.3,0,0,0,0,18263
Alaska,Bristol Bay,82,10.7,0,0,0,0,739
Alaska,Chugach Census Area,441,7.0,0,0,0,0,6495
Alaska,Copper River Census Area,368,12.7,0,0,0,0,2894
Alaska,Denali,127,6.4,0,0,0,0,2502
Alaska,Dillingham Census Area,894,18.7,0,0,0,0,4934
Alaska,Fairbanks North Star,6565,7.2,0,0,0,0,98455
Alaska,Haines,251,9.6,0,0,0,0,2547
Alaska,Hoonah-Angoon Census Area,271,12.7,0,0,0,0,2135
Alaska,Juneau City and Municipality,2510,8.1,0,0,0,0,32099
Alaska,Kenai Peninsula,6171,10.6,0,0,0,0,58809
Alaska,Ketchikan Gateway,1127,8.3,0,0,0,0,13833
Alaska,Kodiak Island,957,7.5,0,0,0,0,13383
Alaska,Kusilvak Census Area,2305,27.9,0,0,0,0,8298
Alaska,Lake and Peninsula,261,17.6,0,0,0,0,1156
Alaska,Matanuska-Susitna,9365,8.7,0,0,0,0,107360
Alaska,Nome Census Area,1825,18.8,0,0,0,0,10009
Alaska,North Slope,1025,11.1,0,0,0,0,9375
Alaska,Northwest Arctic,1397,18.5,0,0,0,0,7709
Alaska,Petersburg,242,7.4,0,0,0,0,3278
Alaska,Prince of Wales-Hyder Census Area,975,15.9,0,0,0,0,6338
Alaska,Sitka City and Municipality,609,7.4,0,0,0,0,8569
Alaska,Skagway Municipality,45,3.8,0,0,0,0,1300
Alaska,Southeast Fairbanks Census Area,805,11.7,0,0,0,0,6911
Alaska,Wrangell City and Municipality,264,10.6,0,0,0,0,2510
Alaska,Yakutat City and Municipality,79,12.4,0,0,0,0,597
Alaska,Yukon-Koyukuk Census Area,1029,20.5,0,0,0,0,5305
Arizona,Apache,22939,32.4,0,1,0,0,71714
Arizona,Cochise,17815,14.6,0,1,0,0,126442
Arizona,Coconino,22540,17.2,0,1,1,0,142254
Arizona,Gila,8911,16.7,1,0,0,0,53846
Arizona,Graham,5523,15.2,0,0,0,0,38304
Arizona,Greenlee,776,8.4,0,0,0,0,9465
Arizona,LaPaz,4405,20.8,1,0,0,0,21035
Arizona,Maricopa,520797,11.6,8,11,5,0,4412779
Arizona,Mohave,32550,15.3,1,1,0,0,210998
Arizona,Navajo,25532,23.3,0,3,0,0,110271
Arizona,Pima,154790,14.9,1,7,1,0,1038476
Arizona,Pinal,50810,11.1,4,0,0,0,447559
Arizona,SantaCruz,7810,16.8,0,0,0,0,46594
Arizona,Yavapai,25610,10.8,3,2,0,0,232396
Arizona,Yuma,31745,15.2,0,1,0,0,211931
Arkansas,Arkansas,2940,17.2,0,1,0,0,17761
Arkansas,Ashley,3279,17.1,0,0,0,0,20000
Arkansas,Baxter,6013,14.4,0,1,0,0,41673
Arkansas,Benton,25970,9.1,0,2,0,0,273510
Arkansas,Boone,5255,14.1,0,1,0,0,37525
Arkansas,Bradley,2156,20.6,1,0,0,0,10805
Arkansas,Calhoun,798,16.2,0,0,0,0,5160
Arkansas,Carroll,3935,14.1,1,0,0,0,28062
Arkansas,Chicot,2467,26.8,0,0,0,0,10433
Arkansas,Clark,3830,20.1,0,1,0,0,22341
Arkansas,Clay,2577,18.1,0,0,0,0,14710
Arkansas,Cleburne,3563,14.5,0,0,0,0,25063
Arkansas,Cleveland,1086,13.8,0,0,0,0,8063
Arkansas,Columbia,3857,18.3,0,1,0,0,23620
Arkansas,Conway,3273,15.8,0,1,0,0,20895
Arkansas,Craighead,18130,16.8,0,1,0,0,109081
Arkansas,Crawford,9012,14.4,0,0,0,0,63118
Arkansas,Crittenden,10671,22.9,0,1,0,0,48381
Arkansas,Cross,3357,21.2,0,0,0,0,16576
Arkansas,Dallas,1244,19.5,1,0,0,0,7114
Arkansas,Desha,2507,22.8,0,0,0,0,11538
Arkansas,Drew,3152,18.4,1,0,0,0,18263
Arkansas,Faulkner,14653,12.0,0,1,0,0,124800
Arkansas,Franklin,2692,15.3,0,0,0,0,17785
Arkansas,Fulton,2077,17.0,0,0,0,0,12301
Arkansas,Garland,15359,15.7,0,1,0,0,99043
Arkansas,Grant,1809,9.9,0,0,0,0,18229
Arkansas,Greene,7696,17.1,0,1,0,0,45197
Arkansas,Hempstead,3914,18.7,0,0,0,0,21695
Arkansas,HotSpring,4709,14.9,0,1,0,0,33667
Arkansas,Howard,2150,16.7,0,0,0,0,13267
Arkansas,Independence,5499,15.0,0,1,0,0,37585
Arkansas,Izard,2539,20.1,0,0,0,0,13596
Arkansas,Jackson,3344,23.1,1,0,0,0,16908
Arkansas,Jefferson,11303,18.9,0,1,0,0,68123
Arkansas,Johnson,4465,17.3,0,1,0,0,26475
Arkansas,Lafayette,1289,19.8,0,0,0,0,6728
Arkansas,Lawrence,3006,19.2,0,0,0,0,16511
Arkansas,Lee,2527,36.8,0,0,0,0,8963
Arkansas,Lincoln,2223,23.6,0,0,0,0,13278
Arkansas,LittleRiver,1943,16.2,0,0,0,0,12345
Arkansas,Logan,3308,15.8,0,0,0,0,21619
Arkansas,Lonoke,7974,10.9,0,2,0,0,73163
Arkansas,Madison,2797,16.9,0,0,0,0,16393
Arkansas,Marion,3165,19.1,0,0,0,0,16586
Arkansas,Miller,8050,19.2,0,0,0,0,43515
Arkansas,Mississippi,8235,21.0,1,0,0,0,41396
Arkansas,Monroe,1543,23.8,0,0,0,0,6879
Arkansas,Montgomery,1666,18.8,0,0,0,0,8964
Arkansas,Nevada,1512,19.1,0,0,0,0,8249
Arkansas,Newton,1406,18.7,0,0,0,0,7753
Arkansas,Ouachita,4669,20.5,0,1,0,0,23597
Arkansas,Perry,1506,14.7,0,1,0,0,10342
Arkansas,Phillips,3767,22.1,0,0,0,0,18151
Arkansas,Pike,1932,18.6,0,0,0,0,10714
Arkansas,Poinsett,4857,21.2,0,0,0,0,23747
Arkansas,Polk,3538,18.1,1,0,0,0,19999
Arkansas,Pope,8552,14.1,0,1,0,0,63926
Arkansas,Prairie,1137,14.5,0,0,0,0,8138
Arkansas,Pulaski,59031,15.3,1,2,2,0,393078
Arkansas,Randolph,2912,16.3,0,0,0,0,17934
Arkansas,Saline,10057,8.2,0,1,0,0,120990
Arkansas,Scott,1756,17.5,0,0,0,0,10269
Arkansas,Searcy,1732,22.3,0,0,0,0,7898
Arkansas,Sebastian,21137,16.8,1,1,0,0,127670
Arkansas,Sevier,2755,16.7,0,0,0,0,16947
Arkansas,Sharp,3110,18.1,0,1,0,0,17217
Arkansas,St. Francis,6199,30.1,0,0,0,0,25477
Arkansas,Stone,2513,20.1,0,0,0,0,12582
Arkansas,Union,6381,16.9,0,1,0,0,39089
Arkansas,VanBuren,2674,16.4,0,0,0,0,16578
Arkansas,Washington,30994,13.2,0,1,1,0,236198
Arkansas,White,11176,14.8,0,2,0,0,78725
Arkansas,Woodruff,1386,22.6,0,0,0,0,6477
Arkansas,Yell,2971,14.3,0,0,0,0,21425
California,Alameda,139636,8.6,2,2,0,5,1661584
California,Alpine,159,14.3,0,0,0,0,1159
California,Amador,3678,10.3,1,0,0,0,39023
California,Butte,35963,17.3,1,1,0,2,223344
California,Calaveras,5310,11.6,1,0,0,0,45828
California,Colusa,2200,10.3,0,0,0,0,21491
California,Contra Costa,82136,7.2,2,1,0,8,1147788
California,Del Norte,4604,18.5,1,0,0,0,27692
California,El Dorado,15992,8.4,1,0,0,0,190345
California,Fresno,168153,17.1,0,2,0,3,990204
California,Glenn,3470,12.4,0,0,0,0,28060
California,Humboldt,20847,15.8,1,1,0,1,136101
California,Imperial,31134,18.1,1,0,0,1,180580
California,Inyo,1940,10.9,0,0,0,0,17930
California,Kern,159609,18.3,2,3,0,1,892458
California,Kings,19874,14.5,1,0,0,0,151090
California,Lake,10131,15.9,0,0,0,1,64276
California,Lassen,3555,15.5,1,0,0,0,30600
California,Los Angeles,1289368,13.2,7,16,0,32,10040682
California,Madera,21211,14.1,3,0,0,1,155925
California,Marin,15119,6.0,0,1,0,1,259441
California,Mariposa,2258,13.3,1,0,0,0,17319
California,Mendocino,12099,14.3,0,1,0,1,87110
California,Merced,44302,16.3,0,1,0,0,273661
California,Modoc,1529,17.9,0,0,0,0,8853
California,Mono,1285,9.0,0,0,0,0,14395
California,Monterey,47870,11.6,0,2,0,2,432977
California,Napa,10356,7.9,1,0,0,1,138572
California,Nevada,9040,9.2,0,1,0,1,99417
California,Orange,280128,9.0,1,6,0,7,3170345
California,Placer,25815,6.5,0,1,0,1,391799
California,Plumas,2509,13.5,0,0,0,0,18844
California,Riverside,275176,11.2,2,8,0,6,2437864
California,Sacramento,192386,12.5,0,2,0,4,1537948
California,San Benito,5025,7.9,0,1,0,0,61547
California,San Bernardino,308021,14.3,3,3,0,3,2162532
California,San Diego,306807,9.5,3,13,0,12,3323970
California,San Francisco,85356,10.0,0,1,0,2,874784
California,San Joaquin,104295,13.9,1,4,0,2,751615
California,San Luis Obispo,28338,10.6,1,1,0,1,282517
California,San Mateo,41158,5.5,0,1,0,2,765623
California,Santa Barbara,44777,10.5,1,3,0,2,444895
California,Santa Clara,123516,6.6,2,4,0,5,1924379
California,Santa Cruz,27524,10.7,1,3,0,2,273170
California,Shasta,24570,13.9,1,1,0,2,179267
California,Sierra,331,11.5,0,0,0,0,2898
California,Siskiyou,6086,14.3,1,0,0,0,43516
California,Solano,40283,9.3,0,1,0,3,444538
California,Sonoma,37609,7.8,1,1,0,1,496801
California,Stanislaus,70568,13.0,0,2,0,2,546235
California,Sutter,10984,11.5,0,1,0,1,96315
California,Tehama,8467,13.3,1,0,0,0,64176
California,Trinity,2162,18.0,0,0,0,0,12541
California,Tulare,79348,17.1,2,1,0,0,463955
California,Tuolumne,6158,12.1,0,1,0,0,54147
California,Ventura,75060,9.1,1,4,0,3,845599
California,Yolo,31066,14.8,1,0,0,1,218774
California,Yuba,12816,16.3,0,0,0,0,77524
Colorado,Adams,48180,9.4,0,1,0,0,509844
Colorado,Alamosa,2563,16.7,0,1,0,1,16153
Colorado,Arapahoe,45760,7.0,1,2,0,3,649980
Colorado,Archuleta,1319,9.4,0,1,0,0,13588
Colorado,Baca,585,16.9,0,0,0,0,3570
Colorado,Bent,1033,26.6,0,1,0,0,5677
Colorado,Boulder,30205,9.5,0,3,0,3,324682
Colorado,Broomfield,2983,4.2,0,0,0,0,69444
Colorado,Chaffee,1844,9.6,0,2,0,0,19977
Colorado,Cheyenne,214,12.3,0,0,0,0,1999
Colorado,Clear Creek,695,7.3,0,0,0,0,9533
Colorado,Conejos,1422,17.6,0,0,0,0,8130
Colorado,Costilla,854,21.8,0,0,0,0,3810
Colorado,Crowley,1118,37.2,0,0,0,0,5733
Colorado,Custer,611,12.2,0,1,0,0,4941
Colorado,Delta,3690,12.1,1,0,0,0,30758
Colorado,Denver,89598,12.4,2,2,0,2,715878
Colorado,Dolores,262,12.5,0,0,0,0,1896
Colorado,Douglas,10942,3.0,0,1,0,0,344280
Colorado,Eagle,3517,6.4,0,0,0,0,54960
Colorado,ElPaso,64656,9.1,0,3,0,1,710499
Colorado,Elbert,1304,4.8,0,0,0,0,26230
Colorado,Fremont,6083,15.2,1,0,0,0,47725
Colorado,Garfield,3965,6.7,0,0,0,1,59605
Colorado,Gilpin,408,6.6,0,0,0,0,6108
Colorado,Grand,1071,6.8,0,1,0,0,15536
Colorado,Gunnison,1595,9.6,1,0,0,0,17119
Colorado,Hinsdale,58,7.2,0,0,0,0,781
Colorado,Huerfano,1337,19.9,0,0,0,0,6769
Colorado,Jackson,161,11.6,0,0,0,0,1316
Colorado,Jefferson,34963,6.1,0,2,0,0,578795
Colorado,Kiowa,173,12.0,0,0,0,0,1463
Colorado,Kit Carson,764,10.8,0,0,0,0,7246
Colorado,La Plata,5447,10.0,1,1,0,1,56138
Colorado,Lake,831,10.6,0,0,0,0,7845
Colorado,Larimer,34579,9.9,1,2,0,1,350523
Colorado,Las Animas,2245,16.4,1,0,0,0,14323
Colorado,Lincoln,727,15.6,0,0,0,0,5608
Colorado,Logan,2420,13.1,1,0,0,0,22282
Colorado,Mesa,16752,11.1,2,0,0,0,152962
Colorado,Mineral,67,8.7,0,0,0,0,853
Colorado,Moffat,1290,9.9,1,0,0,0,13150
Colorado,Montezuma,3374,12.9,1,0,0,0,26266
Colorado,Montrose,4477,10.4,0,1,0,0,42280
Colorado,Morgan,2969,10.5,0,1,0,0,28617
Colorado,Otero,3116,17.6,0,1,0,0,18284
Colorado,Ouray,333,6.7,0,0,0,0,4890
Colorado,Park,1476,7.8,0,0,0,0,18345
Colorado,Phillips,440,10.2,1,0,0,0,4343
Colorado,Pitkin,1136,6.4,0,0,0,0,17980
Colorado,Prowers,1910,16.2,1,0,0,0,12035
Colorado,Pueblo,23367,14.1,0,0,0,0,167412
Colorado,RioBlanco,597,9.8,0,0,0,0,6369
Colorado,RioGrande,1475,13.3,0,0,0,0,11300
Colorado,Routt,1595,6.3,0,1,0,1,25317
Colorado,Saguache,1284,18.6,0,0,0,0,6730
Colorado,San Juan,84,11.3,0,0,0,0,646
Colorado,San Miguel,611,7.6,0,0,0,0,8110
Colorado,Sedgwick,294,13.2,0,0,0,0,2306
Colorado,Summit,1866,6.1,0,1,0,0,30735
Colorado,Teller,1856,7.3,0,2,0,0,24981
Colorado,Washington,551,11.8,0,0,0,0,4869
Colorado,Weld,29123,8.9,0,2,0,1,315389
Colorado,Yuma,1124,11.5,1,0,0,0,10013
Connecticut,Fairfield,81309,8.8,2,3,0,3,944306
Connecticut,Hartford,92518,10.7,1,0,0,6,892153
Connecticut,Litchfield,13160,7.4,0,1,0,1,181143
Connecticut,Middlesex,12020,7.7,1,1,0,1,162742
Connecticut,New Haven,92869,11.2,4,1,0,3,855733
Connecticut,New London,20478,8.0,2,2,0,2,266868
Connecticut,Tolland,9362,6.9,0,0,0,0,150947
Connecticut,Windham,11719,10.4,1,0,0,2,116657
Delaware,Kent,23168,13.0,0,1,0,1,179124
Delaware,New Castle,55026,10.1,0,3,0,1,558306
Delaware,Sussex,26206,11.0,0,1,0,0,230249
District of Columbia,District of Columbia,101959,15.0,0,0,0,0,701974
Florida,Alachua,44315,17.2,0,3,0,2,268105
Florida,Baker,3416,12.8,0,2,0,0,28679
Florida,Bay,20719,12.4,1,1,0,0,180076
Florida,Bradford,4242,17.5,0,1,0,0,27723
Florida,Brevard,59282,9.9,1,2,0,0,594001
Florida,Broward,214119,11.0,0,6,0,4,1942273
Florida,Calhoun,2512,20.3,0,0,0,0,14324
Florida,Charlotte,18781,9.8,0,2,0,1,185926
Florida,Citrus,18933,12.6,0,3,0,0,147938
Florida,Clay,19482,8.9,0,3,0,0,215294
Florida,Collier,39254,10.1,0,4,0,1,379345
Florida,Columbia,10444,15.6,0,1,0,0,70898
Florida,DeSoto,7387,20.8,0,0,0,0,37371
Florida,Dixie,3538,23.2,0,0,0,0,16740
Florida,Duval,143438,15.2,1,9,0,3,948651
Florida,Escambia,41047,13.5,1,0,0,1,316691
Florida,Flagler,11058,9.4,0,1,0,0,112854
Florida,Franklin,1998,19.1,0,0,0,0,11914
Florida,Gadsden,9356,21.9,0,1,0,0,45787
Florida,Gilchrist,2555,14.5,0,0,0,0,18245
Florida,Glades,2302,18.1,0,0,0,0,13777
Florida,Gulf,1977,15.1,0,0,0,0,15073
Florida,Hamilton,2846,24.2,0,1,0,0,14397
Florida,Hardee,5373,21.2,1,0,0,0,27027
Florida,Hendry,9651,22.9,0,0,0,0,41472
Florida,Hernando,24571,12.5,0,2,0,0,190700
Florida,Highlands,16905,16.1,3,0,0,0,104574
Florida,Hillsborough,175650,11.9,1,8,0,5,1478194
Florida,Holmes,3651,20.5,0,1,0,0,19530
Florida,Indian River,13959,8.7,0,2,0,0,156964
Florida,Jackson,7738,19.5,0,1,0,0,47409
Florida,Jefferson,2281,17.2,0,0,0,0,14278
Florida,Lafayette,1494,20.7,0,0,0,0,8576
Florida,Lake,34282,9.2,2,1,0,0,356115
Florida,Lee,81863,10.5,0,3,0,4,756570
Florida,Leon,49598,17.6,0,3,0,1,291863
Florida,Levy,7055,16.9,2,0,0,0,40979
Florida,Liberty,1342,21.2,0,0,0,0,8333
Florida,Madison,3969,23.8,0,0,0,0,18557
Florida,Manatee,44512,10.9,0,2,0,0,393847
Florida,Marion,55608,15.3,2,1,0,1,360210
Florida,Martin,17627,11.1,0,1,0,1,160420
Florida,Miami-Dade,399797,15.0,0,9,0,7,2705528
Florida,Monroe,7404,10.2,0,0,0,0,75137
Florida,Nassau,7348,8.1,0,1,0,0,85762
Florida,Okaloosa,19813,9.6,1,1,0,0,207430
Florida,Okeechobee,6933,17.7,0,1,0,0,41611
Florida,Orange,174206,12.7,1,6,0,4,1373784
Florida,Osceola,45150,11.8,0,2,0,1,363666
Florida,Palm Beach,178480,12.0,1,5,0,3,1482057
Florida,Pasco,64340,11.4,0,4,0,0,539885
Florida,Pinellas,106309,11.1,3,5,0,4,970985
Florida,Polk,104836,14.4,0,7,0,1,705735
Florida,Putnam,17792,24.3,0,1,0,0,73784
Florida,Santa Rosa,17152,9.4,0,2,0,0,179587
Florida,Sarasota,37949,8.7,1,4,0,2,427766
Florida,Seminole,37499,8.0,0,1,0,1,466695
Florida,St. Johns,22314,8.1,0,2,0,0,255410
Florida,St. Lucie,45996,13.8,0,3,0,1,320914
Florida,Sumter,16128,12.3,0,0,0,0,129938
Florida,Suwannee,7489,17.7,0,0,0,0,44290
Florida,Taylor,3680,19.3,0,0,0,0,21709
Florida,Union,2139,20.7,0,0,0,0,15282
Florida,Volusia,63322,11.6,0,5,0,0,546107
Florida,Wakulla,3204,10.3,0,1,0,0,32855
Florida,Walton,8470,11.4,0,0,0,0,71049
Florida,Washington,4763,20.4,0,0,0,0,25094
Georgia,Appling,3550,19.9,0,0,0,0,18428
Georgia,Atkinson,1801,21.6,0,0,0,0,8311
Georgia,Bacon,2261,21.1,0,0,0,0,11140
Georgia,Baker,701,23.7,0,0,0,0,3090
Georgia,Baldwin,8910,22.6,0,0,0,0,45072
Georgia,Banks,2245,11.6,0,0,0,0,18900
Georgia,Barrow,8629,10.1,0,0,0,0,81294
Georgia,Bartow,10991,10.2,0,0,0,0,106456
Georgia,BenHill,3636,22.3,0,0,0,0,16889
Georgia,Berrien,3610,18.9,0,0,0,0,19206
Georgia,Bibb,40946,28.0,0,0,0,0,153026
Georgia,Bleckley,2134,18.5,0,0,0,0,12870
Georgia,Brantley,3386,17.8,0,0,0,0,18924
Georgia,Brooks,3140,20.6,0,0,0,0,15548
Georgia,Bryan,3249,8.0,0,0,0,0,38321
Georgia,Bulloch,15342,20.7,0,0,0,0,77719
Georgia,Burke,4455,20.0,0,0,0,0,22567
Georgia,Butts,4651,20.8,0,0,0,0,24463
Georgia,Calhoun,1555,34.4,0,0,0,0,6301
Georgia,Camden,5021,9.4,0,0,0,0,53960
Georgia,Candler,2143,20.1,0,0,0,0,10834
Georgia,Carroll,19693,16.8,0,0,0,0,118692
Georgia,Catoosa,6796,10.1,0,0,0,0,67181
Georgia,Charlton,2781,25.5,0,0,0,0,13032
Georgia,Chatham,43011,15.6,0,0,0,0,289649
Georgia,Chattahoochee,1222,15.6,0,0,0,0,10470
Georgia,Chattooga,4431,18.8,0,0,0,0,24826
Georgia,Cherokee,17630,6.7,0,0,0,0,253780
Georgia,Clarke,28845,24.6,0,0,0,0,126952
Georgia,Clay,675,24.1,0,0,0,0,2931
Georgia,Clayton,48136,16.8,0,0,0,0,287560
Georgia,Clinch,1326,20.4,0,0,0,0,6648
Georgia,Cobb,69097,9.2,0,0,0,0,756653
Georgia,Coffee,9184,23.1,0,0,0,0,43070
Georgia,Colquitt,9078,20.4,0,0,0,0,45510
Georgia,Columbia,10629,6.7,0,0,0,0,154257
Georgia,Cook,3340,19.5,0,0,0,0,17217
Georgia,Coweta,12862,8.6,0,0,0,0,145839
Georgia,Crawford,1941,16.1,0,0,0,0,12267
Georgia,Crisp,5282,24.5,0,0,0,0,22509
Georgia,Dade,1954,13.0,0,0,0,0,16183
Georgia,Dawson,2332,8.7,0,0,0,0,25277
Georgia,Decatur,6495,25.6,0,0,0,0,26595
Georgia,DeKalb,118345,15.8,0,0,0,0,755287
Georgia,Dodge,3980,21.4,0,0,0,0,20725
Georgia,Dooly,3040,27.0,0,0,0,0,13571
Georgia,Dougherty,22686,27.4,0,0,0,0,88696
Georgia,Douglas,16770,11.5,0,0,0,0,145063
Georgia,Early,2371,24.0,0,0,0,0,10218
Georgia,Echols,821,20.6,0,0,0,0,3944
Georgia,Effingham,5293,8.1,0,0,0,0,62241
Georgia,Elbert,4528,23.8,0,0,0,0,19164
Georgia,Emanuel,5584,26.4,0,0,0,0,22525
Georgia,Evans,2002,19.6,0,0,0,0,10671
Georgia,Fannin,4111,15.6,0,0,0,0,25797
Georgia,Fayette,6079,5.3,0,0,0,0,113544
Georgia,Floyd,17472,18.4,0,0,0,0,97805
Georgia,Forsyth,12669,5.1,0,0,0,0,236605
Georgia,Franklin,3708,16.3,0,0,0,0,23015
Georgia,Fulton,136220,13.0,0,0,0,0,1051550
Georgia,Gilmer,4437,14.0,0,0,0,0,30986
Georgia,Glascock,447,15.5,0,0,0,0,2984
Georgia,Glynn,13107,15.5,0,0,0,0,85008
Georgia,Gordon,6829,11.8,0,0,0,0,57756
Georgia,Grady,4527,18.7,0,0,0,0,24693
Georgia,Greene,2849,15.3,0,0,0,0,17808
Georgia,Gwinnett,97747,10.4,0,0,0,0,926414
Georgia,Habersham,5963,13.7,0,0,0,0,45204
Georgia,Hall,25886,12.7,0,0,0,0,201434
Georgia,Hancock,2202,30.7,0,0,0,0,8500
Georgia,Haralson,4633,15.5,0,0,0,0,29608
Georgia,Harris,3195,9.0,0,0,0,0,34676
Georgia,Hart,3711,14.4,0,0,0,0,25981
Georgia,Heard,1938,16.4,0,0,0,0,11785
Georgia,Henry,20755,8.7,0,0,0,0,229994
Georgia,Houston,17041,10.8,0,0,0,0,155317
Georgia,Irwin,1720,20.9,0,0,0,0,9379
Georgia,Jackson,6883,9.1,0,0,0,0,70467
Georgia,Jasper,2015,14.0,0,0,0,0,14074
Georgia,JeffDavis,3003,20.0,0,0,0,0,15063
Georgia,Jefferson,3101,21.1,0,0,0,0,15489
Georgia,Jenkins,2111,28.0,0,0,0,0,8787
Georgia,Johnson,2059,25.9,0,0,0,0,9717
Georgia,Jones,3285,11.6,0,0,0,0,28622
Georgia,Lamar,2504,13.8,0,0,0,0,18834
Georgia,Lanier,2046,19.6,0,0,0,0,10534
Georgia,Laurens,9611,20.7,0,0,0,0,47404
Georgia,Lee,2947,10.1,0,0,0,0,29735
Georgia,Liberty,8886,14.7,0,0,0,0,62039
Georgia,Lincoln,1310,16.5,0,0,0,0,7929
Georgia,Long,3303,16.7,0,0,0,0,19236
Georgia,Lowndes,22695,20.3,0,0,0,0,116436
Georgia,Lumpkin,3896,12.5,0,0,0,0,33009
Georgia,Macon,3362,31.1,0,0,0,0,13107
Georgia,Madison,4366,14.5,0,0,0,0,29624
Georgia,Marion,1736,20.6,0,0,0,0,8450
Georgia,McDuffie,3490,16.7,0,0,0,0,21404
Georgia,McIntosh,2847,19.9,0,0,0,0,14217
Georgia,Meriwether,4617,22.1,0,0,0,0,21080
Georgia,Miller,1091,19.8,0,0,0,0,5725
Georgia,Mitchell,7426,38.2,0,0,0,0,22072
Georgia,Monroe,3447,12.8,0,0,0,0,27455
Georgia,Montgomery,1577,19.3,0,0,0,0,9069
Georgia,Morgan,2251,11.6,0,0,0,0,18832
Georgia,Murray,6319,15.9,0,0,0,0,39789
Georgia,Muscogee,40029,21.1,0,0,0,0,195418
Georgia,Newton,15997,14.4,0,0,0,0,109835
Georgia,Oconee,2468,6.0,0,0,0,0,39194
Georgia,Oglethorpe,2022,13.4,0,0,0,0,15040
Georgia,Paulding,12612,7.3,0,0,0,0,164440
